date,open,high,low,close,volume,total_trade,crypto,rolling_5,rolling_10,rolling_20,ratio1,ratio2,shift_day,rolling_1,rolling_2,rolling_3,candle_length,time,hour,diff_per_hour
1618916400000,0.33584,0.34045,0.32965,0.33925,6396875.0,5112,MATICUSDT,0.3246239999999987,0.3180779999999997,0.3276095000000005,1.0028876899142671,0.9880338809292304,0.36834,0.3246239999999987,0.3236892857142853,0.3276095000000005,1.0153644592663078,2021-04-20 13:00:00,14,1.0
1618920000000,0.33957,0.342,0.33063000000000003,0.33721,6088378.9,5092,MATICUSDT,0.3308059999999987,0.32089699999999977,0.3275685000000005,1.0247178382014193,0.9855234205102982,0.35467,0.3308059999999987,0.3228264285714281,0.3275685000000005,-0.6949966133639525,2021-04-20 14:00:00,15,-1.0
1618923600000,0.33681,0.34325,0.33152,0.3401,5918387.6,4735,MATICUSDT,0.3349519999999987,0.3242199999999998,0.3281225000000005,1.0377420454193365,0.9836874947618616,0.36036,0.3349519999999987,0.3227699999999995,0.3281225000000005,0.9768118523796844,2021-04-20 15:00:00,16,1.0
1618927200000,0.3401,0.35166,0.33237,0.33293,11701799.5,9215,MATICUSDT,0.3371059999999987,0.3254329999999997,0.3282670000000005,1.0449612746378742,0.9827409656512156,0.35352,0.3371059999999987,0.3226014285714281,0.3282670000000005,-2.1082034695677767,2021-04-20 16:00:00,17,-2.0
1618930800000,0.33331,0.3434,0.32409,0.33161,7426433.0,6078,MATICUSDT,0.33621999999999874,0.3266219999999998,0.32796300000000056,1.0407837917317997,0.9850044059848184,0.35396,0.33621999999999874,0.3230449999999996,0.32796300000000056,-0.5100357024991687,2021-04-20 17:00:00,18,-0.0
1618934400000,0.33161,0.33629000000000003,0.32784,0.3359,4622848.3,4510,MATICUSDT,0.33554999999999874,0.3300869999999998,0.3276830000000005,1.0325727386026162,0.9917053982049696,0.33803,0.33554999999999874,0.3249649999999996,0.3276830000000005,1.2936883688670306,2021-04-20 18:00:00,19,1.0
1618938000000,0.33572,0.34886,0.33361,0.34556,6760115.3,6686,MATICUSDT,0.33721999999999874,0.3340129999999998,0.3277480000000005,1.0289612484198571,0.9999407210069032,0.32902,0.33721999999999874,0.32772857142857104,0.3277480000000005,2.931013940188257,2021-04-20 19:00:00,20,3.0
1618941600000,0.34538,0.34554,0.34001,0.34423000000000004,6052613.2,3969,MATICUSDT,0.3380459999999988,0.33649899999999977,0.3274950000000005,1.026241047091807,1.0058234258756371,0.33004,0.3380459999999988,0.3294021428571424,0.3274950000000005,-0.33296658752677755,2021-04-20 20:00:00,21,-0.0
1618945200000,0.34402,0.34999,0.34044,0.34688,5406925.7,4694,MATICUSDT,0.3408359999999988,0.3389709999999997,0.3277945000000005,1.0286527305612003,1.0108227650468258,0.33769,0.3408359999999988,0.3313421428571423,0.3277945000000005,0.8313470147084556,2021-04-20 21:00:00,22,1.0
1618948800000,0.34663,0.34978000000000004,0.34179,0.34229,4695580.1,3902,MATICUSDT,0.34297199999999883,0.3395959999999997,0.3281445000000005,1.0260218854103658,1.0186779648251618,0.3415,0.34297199999999883,0.33427357142857084,0.3281445000000005,-1.2520555058708165,2021-04-20 22:00:00,23,-1.0
1618952400000,0.34202,0.34731,0.33801,0.34728000000000003,4057505.3,3673,MATICUSDT,0.3452479999999988,0.3403989999999998,0.3292385000000005,1.023864972324663,1.0241837278620611,0.34426,0.3452479999999988,0.3372007142857137,0.3292385000000005,1.5379217589614766,2021-04-20 23:00:00,24,1.0
1618956000000,0.34711,0.34787,0.3372,0.34272,3105551.7,3239,MATICUSDT,0.3446799999999988,0.3409499999999997,0.3309235000000005,1.0171495059188544,1.0240087858026714,0.34929,0.3446799999999988,0.3388685714285708,0.3309235000000005,-1.264728760335342,2021-04-21 00:00:00,1,-1.0
1618959600000,0.34271,0.34528000000000003,0.33461,0.34227,5067765.3,3287,MATICUSDT,0.3442879999999988,0.3411669999999998,0.3326935000000005,1.0117042065206197,1.0228784151178152,0.34089,0.3442879999999988,0.34030499999999936,0.3326935000000005,-0.12838843336933606,2021-04-21 01:00:00,2,-0.0
1618963200000,0.34226,0.35357,0.3373,0.33914,11431113.4,8497,MATICUSDT,0.3427399999999988,0.34178799999999976,0.3336105000000004,1.0065004394456467,1.0207305482634017,0.33529000000000003,0.3427399999999988,0.34052642857142795,0.3336105000000004,-0.9115876818792764,2021-04-21 02:00:00,3,-1.0
1618966800000,0.33914,0.34764,0.33679000000000003,0.34283,6717363.7,4759,MATICUSDT,0.3428479999999988,0.34290999999999977,0.33476600000000045,1.0060621050314908,1.0179711884036666,0.3254,0.3428479999999988,0.3407821428571423,0.33476600000000045,1.088046234593391,2021-04-21 03:00:00,4,1.0
1618970400000,0.3428,0.35,0.34018000000000004,0.34829,3508126.0,3166,MATICUSDT,0.3430499999999989,0.34414899999999976,0.3371180000000004,1.004322432105192,1.0132166524142006,0.30902,0.3430499999999989,0.3415735714285709,0.3371180000000004,1.6015169194865797,2021-04-21 04:00:00,5,2.0
1618974000000,0.34839000000000003,0.34844,0.337,0.33731,3912904.9,3664,MATICUSDT,0.3419679999999989,0.3433239999999998,0.3386685000000004,1.001739188657609,1.0079894814967578,0.30687,0.3419679999999989,0.3413742857142852,0.3386685000000004,-3.180343867504817,2021-04-21 05:00:00,6,-3.0
1618977600000,0.33767,0.34298,0.33524,0.34192,4259749.4,3672,MATICUSDT,0.3418979999999989,0.34309299999999976,0.33979600000000043,0.9996537342608838,1.0065345930247196,0.3208,0.3418979999999989,0.34201642857142805,0.33979600000000043,1.2586252850416182,2021-04-21 06:00:00,7,1.0
1618981200000,0.34192,0.34289000000000003,0.33667,0.34061,4783566.4,4193,MATICUSDT,0.34219199999999883,0.34246599999999977,0.3407185000000004,0.9986362963626908,1.0056961559594937,0.31972,0.34219199999999883,0.3426592857142851,0.3407185000000004,-0.3831305568554145,2021-04-21 07:00:00,8,-0.0
